percentage,sd,prov_identifier,label
77.74861653,3.797586905,prov34,EA FRAXEX Rosique-Esplugas 2021
77.80121738,4.283883335,prov15,NG PSEUME Lavadinovic etal 2018
77.80121738,4.283883335,prov15,NG PSEUME Lavadinovic etal 2018
77.83127843,3.947960377,prov16,NA ALNURU Hamann et al. 1998
77.83127843,3.947960377,prov16,NA ALNURU Hamann et al. 1998
77.84936879,3.633656629,prov37,NA POPUTR McKown et al. 2013
77.84936879,3.633656629,prov37,NA POPUTR McKown et al. 2013
77.90114739,3.5738832,prov36,NA POPUTR McKown et al. 2013
77.90114739,3.5738832,prov36,NA POPUTR McKown et al. 2013
77.94330353,3.730621442,prov32,EA FRAXEX Rosique-Esplugas 2021
77.94330353,3.730621442,prov32,EA FRAXEX Rosique-Esplugas 2021
78.00655568,4.876543217,prov8,EA FAGUSY Gömöry & Paule 2011
78.00655568,4.876543217,prov8,EA FAGUSY Gömöry & Paule 2011
78.25582626,4.091870008,prov20,NG PINUPO Dixit et al 2020
78.25582626,4.091870008,prov20,NG PINUPO Dixit et al 2020
78.36964997,4.2676936,prov5,EA FAGUSY Gömöry & Paule 2011
78.36964997,4.2676936,prov5,EA FAGUSY Gömöry & Paule 2011
78.37817596,4.395906232,prov13,NG PINUPO Dixit et al 2020
78.37817596,4.395906232,prov13,NG PINUPO Dixit et al 2020
78.46365603,3.496576019,prov36,EA FRAXEX Rosique-Esplugas 2021
78.46365603,3.496576019,prov36,EA FRAXEX Rosique-Esplugas 2021
78.70706072,5.035286629,prov1,EA FAGUSY Petkova et al 2017
78.87045487,5.797276907,prov6,EG PICEAB Sogaard et al. 2008
78.87045487,5.797276907,prov6,EG PICEAB Sogaard et al. 2008
78.91527032,4.761469612,prov93,NA POPUTR McKown et al. 2013
78.91527032,4.761469612,prov93,NA POPUTR McKown et al. 2013
79.05910603,4.535834249,prov90,NA POPUTR McKown et al. 2013
79.05910603,4.535834249,prov90,NA POPUTR McKown et al. 2013
79.24437131,4.698607586,prov97,NA POPUTR McKown et al. 2013
79.24437131,4.698607586,prov97,NA POPUTR McKown et al. 2013
79.53038704,3.658092153,prov2,EA QUEPET Alberto et al 2011 Garden V
79.60485317,4.394444177,prov78,NA POPUTR McKown et al. 2013
79.60485317,4.394444177,prov78,NA POPUTR McKown et al. 2013
79.7716222,4.945286842,prov4,EA FAGUSY Petkova et al 2017
80.15404411,3.844240759,prov27,NA ALNURU Hamann et al. 1998
80.15404411,3.844240759,prov27,NA ALNURU Hamann et al. 1998
80.22790504,3.606690798,prov26,EA FRAXEX Rosique-Esplugas 2021
80.22790504,3.606690798,prov26,EA FRAXEX Rosique-Esplugas 2021
80.27236238,4.194980674,prov19,NA ALNURU Hamann et al. 1998
80.27236238,4.194980674,prov19,NA ALNURU Hamann et al. 1998
80.30592027,4.493732183,prov9,NG PINUPO Dixit et al 2020
80.30592027,4.493732183,prov9,NG PINUPO Dixit et al 2020
80.37444736,4.602925711,prov23,NA POPUTR McKown et al. 2013
80.37444736,4.602925711,prov23,NA POPUTR McKown et al. 2013
80.44256751,3.915221976,prov2,NG PSEUME White et al. 1979
80.44256751,3.915221976,prov2,NG PSEUME White et al. 1979
80.46302118,4.649325316,prov29,NA POPUTR McKown et al. 2013
80.46302118,4.649325316,prov29,NA POPUTR McKown et al. 2013
80.72011552,3.939451715,prov11,NA POPUTR McKown et al. 2013
80.72011552,3.939451715,prov11,NA POPUTR McKown et al. 2013
80.76076147,4.449261165,prov89,NA POPUTR McKown et al. 2013
80.76076147,4.449261165,prov89,NA POPUTR McKown et al. 2013
80.78932594,4.253722965,prov84,NA POPUTR McKown et al. 2013
80.78932594,4.253722965,prov84,NA POPUTR McKown et al. 2013
80.8353235,4.30085196,prov10,NA POPUTR McKown et al. 2013
80.8353235,4.30085196,prov10,NA POPUTR McKown et al. 2013
80.84505648,3.826421718,prov6,NA POPUTR McKown et al. 2013
80.84505648,3.826421718,prov6,NA POPUTR McKown et al. 2013
80.90360358,4.519107983,prov19,NG PINUPO Dixit et al 2020
80.90360358,4.519107983,prov19,NG PINUPO Dixit et al 2020
81.14636717,4.734643594,prov29,EA FAGUSY Gömöry & Paule 2011
81.14636717,4.734643594,prov29,EA FAGUSY Gömöry & Paule 2011
81.2163316,3.647304604,prov4,NA ALNURU Cannell et al. 1987
81.2163316,3.647304604,prov4,NA ALNURU Cannell et al. 1987
81.22346238,3.082571932,prov3,NG PICESI Mimura & Aitken 2007
81.22346238,3.082571932,prov3,NG PICESI Mimura & Aitken 2007
81.24071468,3.548689296,prov62,NA POPUTR McKown et al. 2013
81.24071468,3.548689296,prov62,NA POPUTR McKown et al. 2013
81.25198476,8.348334859,prov4,NA POPUBA Farmer 1993
81.25198476,8.348334859,prov4,NA POPUBA Farmer 1993
81.268885,3.342846986,prov19,EA FRAXEX Rosique-Esplugas 2021
81.268885,3.342846986,prov19,EA FRAXEX Rosique-Esplugas 2021
81.66341525,3.360232766,prov38,EA FRAXEX Rosique-Esplugas 2021
81.66341525,3.360232766,prov38,EA FRAXEX Rosique-Esplugas 2021
81.9261367,5.443922024,prov9,NG PSEUME Lavadinovic etal 2013
81.9261367,5.443922024,prov9,NG PSEUME Lavadinovic etal 2013
82.08740478,4.272699726,prov14,NG PINUPO Dixit et al 2020
82.08740478,4.272699726,prov14,NG PINUPO Dixit et al 2020
82.10995386,4.892060587,prov6,EA FAGUSY Gömöry & Paule 2011
82.10995386,4.892060587,prov6,EA FAGUSY Gömöry & Paule 2011
82.16422475,3.920738117,prov5,NG PICESI Mimura & Aitken 2007
82.16422475,3.920738117,prov5,NG PICESI Mimura & Aitken 2007
82.24131823,4.95339652,prov13,EA FAGUSY Gömöry & Paule 2011
82.24131823,4.95339652,prov13,EA FAGUSY Gömöry & Paule 2011
82.48633898,5.956963771,prov5,EG PICEAB Sogaard et al. 2008
82.48633898,5.956963771,prov5,EG PICEAB Sogaard et al. 2008
82.63051269,3.760662316,prov15,NA ALNURU Hamann et al. 1998
82.63051269,3.760662316,prov15,NA ALNURU Hamann et al. 1998
82.74845302,2.869607356,prov10,EA FRAXEX Rosique-Esplugas 2021
82.74845302,2.869607356,prov10,EA FRAXEX Rosique-Esplugas 2021
82.80126614,9.607601067,prov4,NG PICEMA Guo et al 2021
82.80126614,9.607601067,prov4,NG PICEMA Guo et al 2021
82.83678778,3.308492791,prov1,NA ALNURU Hamann et al. 1998
82.83678778,3.308492791,prov1,NA ALNURU Hamann et al. 1998
82.89223404,4.125564489,prov92,NA POPUTR McKown et al. 2013
82.89223404,4.125564489,prov92,NA POPUTR McKown et al. 2013
82.9754201,4.313598502,prov32,NA POPUTR McKown et al. 2013
82.9754201,4.313598502,prov32,NA POPUTR McKown et al. 2013
83.18601769,3.826391858,prov3,EA QUEPET Alberto et al 2011 Garden V
83.23538322,3.994117356,prov57,NA POPUTR McKown et al. 2013
83.23538322,3.994117356,prov57,NA POPUTR McKown et al. 2013
83.25660898,3.658092153,prov2,EA QUEPET Alberto et al 2011 Garden U
83.3113026,3.642076937,prov37,EA FRAXEX Rosique-Esplugas 2021
83.3113026,3.642076937,prov37,EA FRAXEX Rosique-Esplugas 2021
83.39532019,3.352686375,prov15,EA FRAXEX Rosique-Esplugas 2021
83.39532019,3.352686375,prov15,EA FRAXEX Rosique-Esplugas 2021
83.6069808,3.005630796,prov3,NG TSUGHE Kuser 1980
83.6069808,3.005630796,prov3,NG TSUGHE Kuser 1980
83.62638091,5.285111796,prov8,EA FAGUSY Petkova et al 2017
83.63072574,4.667408608,prov27,EA FAGUSY Gömöry & Paule 2011
83.63072574,4.667408608,prov27,EA FAGUSY Gömöry & Paule 2011
83.77427651,3.542645788,prov6,NG PSEUME White et al. 1979
83.77427651,3.542645788,prov6,NG PSEUME White et al. 1979
83.95299192,5.027079837,prov5,EA FAGUSY Petkova et al 2017
83.97139199,4.39566481,prov87,NA POPUTR McKown et al. 2013
83.97139199,4.39566481,prov87,NA POPUTR McKown et al. 2013
84.16488059,3.617896228,prov21,NA POPUTR McKown et al. 2013
84.16488059,3.617896228,prov21,NA POPUTR McKown et al. 2013
84.21352906,3.362671259,prov31,EA FRAXEX Rosique-Esplugas 2021
84.21352906,3.362671259,prov31,EA FRAXEX Rosique-Esplugas 2021
84.29917348,3.66023161,prov39,NA POPUTR McKown et al. 2013
84.29917348,3.66023161,prov39,NA POPUTR McKown et al. 2013
84.33648228,4.419448686,prov14,NG PSEUME White et al. 1979
84.33648228,4.419448686,prov14,NG PSEUME White et al. 1979
84.34048368,3.645642729,prov1,NG PSEUME White et al. 1979
84.34048368,3.645642729,prov1,NG PSEUME White et al. 1979
84.37851768,4.343842491,prov31,NA POPUTR McKown et al. 2013
84.37851768,4.343842491,prov31,NA POPUTR McKown et al. 2013
84.42769954,4.345895343,prov25,NA POPUTR McKown et al. 2013
84.42769954,4.345895343,prov25,NA POPUTR McKown et al. 2013
84.51471581,3.023678471,prov9,EA FRAXEX Rosique-Esplugas 2021
84.51471581,3.023678471,prov9,EA FRAXEX Rosique-Esplugas 2021
84.60043625,5.045581353,prov14,EA FAGUSY Gömöry & Paule 2011
84.60043625,5.045581353,prov14,EA FAGUSY Gömöry & Paule 2011
84.81896631,3.494268571,prov28,EA FRAXEX Rosique-Esplugas 2021
84.81896631,3.494268571,prov28,EA FRAXEX Rosique-Esplugas 2021
85.12542174,4.390991766,prov16,NG PINUPO Dixit et al 2020
85.12542174,4.390991766,prov16,NG PINUPO Dixit et al 2020
85.26068418,3.895551292,prov19,NA POPUTR McKown et al. 2013
85.26068418,3.895551292,prov19,NA POPUTR McKown et al. 2013
85.31107236,3.479880023,prov32,NA ALNURU Hamann et al. 1998
85.31107236,3.479880023,prov32,NA ALNURU Hamann et al. 1998
85.43534052,4.300437311,prov26,NA POPUTR McKown et al. 2013
85.43534052,4.300437311,prov26,NA POPUTR McKown et al. 2013
85.44159249,5.661431031,prov16,EA FAGUSY Gömöry & Paule 2011
85.44159249,5.661431031,prov16,EA FAGUSY Gömöry & Paule 2011
85.45823295,3.593183592,prov29,EA FRAXEX Rosique-Esplugas 2021
85.45823295,3.593183592,prov29,EA FRAXEX Rosique-Esplugas 2021
85.70913206,3.581880213,prov82,NA POPUTR McKown et al. 2013
85.70913206,3.581880213,prov82,NA POPUTR McKown et al. 2013
85.73084106,3.252149241,prov3,NA ALNURU Hamann et al. 1998
85.73084106,3.252149241,prov3,NA ALNURU Hamann et al. 1998
85.90520211,5.608202289,prov2,EG PICEAB Sogaard et al. 2008
85.90520211,5.608202289,prov2,EG PICEAB Sogaard et al. 2008
86.07657358,3.273009474,prov11,EA FRAXEX Rosique-Esplugas 2021
86.07657358,3.273009474,prov11,EA FRAXEX Rosique-Esplugas 2021
86.11823773,4.291538195,prov18,NG PINUPO Dixit et al 2020
86.11823773,4.291538195,prov18,NG PINUPO Dixit et al 2020
86.2480158,4.396197025,prov17,NG PINUPO Dixit et al 2020
86.2480158,4.396197025,prov17,NG PINUPO Dixit et al 2020
86.40247974,4.998021007,prov17,EA FAGUSY Gömöry & Paule 2011
86.40247974,4.998021007,prov17,EA FAGUSY Gömöry & Paule 2011
86.91365962,3.544594121,prov83,NA POPUTR McKown et al. 2013
86.91365962,3.544594121,prov83,NA POPUTR McKown et al. 2013
86.92565567,3.808006981,prov22,NA ALNURU Hamann et al. 1998
86.92565567,3.808006981,prov22,NA ALNURU Hamann et al. 1998
87.04449344,3.740576814,prov10,NA ALNURU Hamann et al. 1998
87.04449344,3.740576814,prov10,NA ALNURU Hamann et al. 1998
87.11417531,3.109315207,prov12,EA FRAXEX Rosique-Esplugas 2021
87.11417531,3.109315207,prov12,EA FRAXEX Rosique-Esplugas 2021
87.27659285,3.826391858,prov3,EA QUEPET Alberto et al 2011 Garden U
87.28804368,3.639382031,prov50,NA POPUTR McKown et al. 2013
87.28804368,3.639382031,prov50,NA POPUTR McKown et al. 2013
88.39890392,8.720294839,prov2,NG PICEMA Guo et al 2021
88.39890392,8.720294839,prov2,NG PICEMA Guo et al 2021
88.70954203,3.198704558,prov13,EA FRAXEX Rosique-Esplugas 2021
88.70954203,3.198704558,prov13,EA FRAXEX Rosique-Esplugas 2021
88.96424293,3.310138771,prov12,NA ALNURU Cannell et al. 1987
88.96424293,3.310138771,prov12,NA ALNURU Cannell et al. 1987
89.04669468,3.312264668,prov39,EA FRAXEX Rosique-Esplugas 2021
89.04669468,3.312264668,prov39,EA FRAXEX Rosique-Esplugas 2021
89.10723933,3.627032231,prov30,EA FRAXEX Rosique-Esplugas 2021
89.10723933,3.627032231,prov30,EA FRAXEX Rosique-Esplugas 2021
89.17162413,3.6890115,prov27,EA FRAXEX Rosique-Esplugas 2021
89.17162413,3.6890115,prov27,EA FRAXEX Rosique-Esplugas 2021
89.21810653,5.053726068,prov15,EA FAGUSY Gömöry & Paule 2011
89.21810653,5.053726068,prov15,EA FAGUSY Gömöry & Paule 2011
89.22339849,3.399874029,prov23,EA FRAXEX Rosique-Esplugas 2021
89.22339849,3.399874029,prov23,EA FRAXEX Rosique-Esplugas 2021
89.26277012,3.81118977,prov5,NG PSEUME White et al. 1979
89.26277012,3.81118977,prov5,NG PSEUME White et al. 1979
89.30507444,3.250349257,prov21,EA FRAXEX Rosique-Esplugas 2021
89.30507444,3.250349257,prov21,EA FRAXEX Rosique-Esplugas 2021
89.52206502,3.281208665,prov20,EA FRAXEX Rosique-Esplugas 2021
89.52206502,3.281208665,prov20,EA FRAXEX Rosique-Esplugas 2021
89.58274577,3.759646059,prov1,EA QUEPET Alberto et al 2011 Garden U
90.26832606,5.619363385,prov32,EA FAGUSY Gömöry & Paule 2011
90.26832606,5.619363385,prov32,EA FAGUSY Gömöry & Paule 2011
90.59908894,3.852672965,prov4,NA ALNURU Hamann et al. 1998
90.59908894,3.852672965,prov4,NA ALNURU Hamann et al. 1998
90.62450219,3.594243968,prov7,NA ALNURU Hamann et al. 1998
90.62450219,3.594243968,prov7,NA ALNURU Hamann et al. 1998
90.96545995,5.723446709,prov22,EA FAGUSY Gömöry & Paule 2011
90.96545995,5.723446709,prov22,EA FAGUSY Gömöry & Paule 2011
91.419122,3.97160584,prov10,NG PINUPO Dixit et al 2020
91.419122,3.97160584,prov10,NG PINUPO Dixit et al 2020
91.74323685,3.340852359,prov22,EA FRAXEX Rosique-Esplugas 2021
91.74323685,3.340852359,prov22,EA FRAXEX Rosique-Esplugas 2021
91.84583777,4.032759732,prov15,NG PSEUME White et al. 1979
91.84583777,4.032759732,prov15,NG PSEUME White et al. 1979
91.92605186,5.501153663,prov30,EA FAGUSY Gömöry & Paule 2011
91.92605186,5.501153663,prov30,EA FAGUSY Gömöry & Paule 2011
92.22493153,5.816890165,prov21,EA FAGUSY Gömöry & Paule 2011
92.22493153,5.816890165,prov21,EA FAGUSY Gömöry & Paule 2011
92.48437944,3.38864264,prov25,EA FRAXEX Rosique-Esplugas 2021
92.48437944,3.38864264,prov25,EA FRAXEX Rosique-Esplugas 2021
92.82339947,5.778194125,prov20,EA FAGUSY Gömöry & Paule 2011
92.82339947,5.778194125,prov20,EA FAGUSY Gömöry & Paule 2011
93.72158345,3.680628038,prov18,NA ALNURU Hamann et al. 1998
93.72158345,3.680628038,prov18,NA ALNURU Hamann et al. 1998
93.81642338,3.759646059,prov1,EA QUEPET Alberto et al 2011 Garden V
95.00341276,9.330126305,prov3,NG PICEMA Guo et al 2021
95.00341276,9.330126305,prov3,NG PICEMA Guo et al 2021
95.40740308,3.460114845,prov35,EA FRAXEX Rosique-Esplugas 2021
95.40740308,3.460114845,prov35,EA FRAXEX Rosique-Esplugas 2021
95.75927945,3.63590898,prov13,NA POPUTR McKown et al. 2013
95.75927945,3.63590898,prov13,NA POPUTR McKown et al. 2013
99.99998202,3.78080361,prov8,NG PSEUME White et al. 1979
99.99998202,3.78080361,prov8,NG PSEUME White et al. 1979
100,7.294178549,prov2,NA POPUBA Farmer 1993
100,9.177219227,prov1,NG PICEMA Guo et al 2021
100,7.294178549,prov2,NA POPUBA Farmer 1993
100,9.177219227,prov1,NG PICEMA Guo et al 2021
